GrantNumber,OutputId,Title,Abstract,PersistentIdentifier,PublicationDate,RepositoryLink,RepositoryName
179842,F7EA9657-1C6C-4EF5-9BCC-5F37DF3DC383,Covid-19 vaccine manufacturing,"Many vaccine developers are contracting with manufacturers to expand production capacity. However, there is little transparency on these arrangements, with inconsistent and incomplete publicly available information on: Expected number of doses,Manufacturing timelines,Steps of production process (e.g. partial to full production),Eligible markets,Technology transfer,Degree of developer control (e.g. over pricing, supply allocation, ownership), and/orAssociation with vaccine purchase agreements Contribute to improve and update this page!​We particularly welcome suggestions on additional data sources​Contact usTo provide some insight into the information that is available, we have begun tracking arrangements between Covid-19 vaccine developers and manufacturers. Our dataset contains 167 arrangements between 22 vaccine developers and 131 identified manufacturers based in 45 countries. The number of arrangements for each vaccine developer ranges from 1 (Finlay Vaccine Institute, ImmunityBio, Nanogen, RIBSP, Vaxart and ZFSW) to 36 (Gamaleya), with only six developers having made 10 or more publicly-reported arrangements (AstraZeneca/Oxford, Gamaleya, Johnson & Johnson, Moderna, Novavax and Pfizer/BioNTech).A selection of graphics representing the data are presented below; All data is as of November 28, 2021. The full dataset is available for download here, along with its associated README file.",nan,2022-02-10,https://www.knowledgeportalia.org/covid19-vaccine-arrangements,Knowledge Portal on Innovation and Access to Medicines
179842,E8CFE1F1-3978-487E-9301-ADD138513F9A,Covid-19 Vaccine access,"Access to Covid-19 vaccines is an issue of high global public concern. We have been tracking publicly available data on agreements to manufacture, purchase, supply and/or donate Covid-19 vaccines in order to shed light on who is likely to have access to which vaccines, from whom, and when.​A selection of graphics representing the data are presented below; All data is as of November 28, 2021. The full dataset is available for download here, along with its associated README file.",nan,2022-02-10,https://da7af2c8-d9b0-47a3-a3f6-89c3c3bfa02c.filesusr.com/ugd/356854_b138acf2fd4447eaaef85aae3d2b794b.xlsx?dn=COVID19%20Vaccine%20Access%20Arrangements_16%20Dec%202021.xlsx,Knowledge Portal on Innovation and Access to Medicines
179755,886068F3-D8D6-4E7E-B96F-0EA77ADEAC66,"GA l1602 f.2r, f.2v, f.3r, f.3v and f.4r","GA l1602 (Hs. 615) f.2r, f.2v, f.3r, f.3v and f.4r; transcription in XML and HTML by Mina Monier (SNSF MARK16)",https://doi.org/11280/99d3b2ea,2020-08-04,https://nakala.fr/11280/99d3b2ea,Nakala
179755,4781C187-4C8C-497C-829D-46631BD2BAD6,"bo 2 f.193v, f.194r, f.194v, f.195r, f.195v and f.196r","bo 2 (Huntington 17, Bodleian Library) f.193v, f.194r, f.194v, f.195r, f.195v and f.196r; Bohairic transcription and German translation by Samuel Moawad (University of Münster, DE); Arabic transcription and English translation, as well as TEI/XML and HTML encoding by Mina Monier (SNSF project MARK16).",https://doi.org/10.34847/nkl.25fcevj8,2022-01-30,https://nakala.fr/10.34847/nkl.25fcevj8,Nakala
179755,FAC25D52-E2EC-4549-B814-4C86D5615081,GA 1420 f. 47r and f. 47v,"GA 1420 (ULB AN IV 5a) f.47r and f.47v ; transcription, TEI/XML and HTML encoding by Mina Monier (SNSF MARK16).",https://doi.org/10.34847/nkl.442azp39,2020-10-01,https://nakala.fr/10.34847/nkl.442azp39,Nakala
179755,8FD1BD2C-9428-479C-B577-4D789F316729,eTalk: GA 304 and the Ending of the Gospel of Mark,This eTalk surveys what we know and what we can see in Mark 16 the interesting manuscript GA 304. Available on https://mark16.sib.swiss.,https://doi.org/11280/e7fa7106,2019-05-25,https://nakala.fr/11280/e7fa7106,Nakala
179755,19AB6949-DF5B-422F-A9BC-679ABBCC77DD,"Eth 3 f. 179r, f. 179v, f. 180r and f. 180v","Eth 3 (EMML 1832) f.179r, f.179v, f.180r, f. 180v; transcription, English and French translations by Damien Labadie (CNRS); TEI/XML and HTML encoding by Mina Monier (SNSF MARK16)",https://doi.org/10.34847/nkl.daba634n,2021-02-10,https://nakala.fr/10.34847/nkl.daba634n,Nakala
179755,8C4D9BBE-0437-4FF7-BA72-636B06C4CE90,"eTalk: Parcourir quelques manuscrits de Marc 16, dont le codex latin k","Cet eTalk passe en revue neuf témoins différents de la fin de l’évangile sélon Marc, et atteste de la perdurance, à travers les siècles, de la diversité des lectures de Marc 16. Disponible sur https://mark16.sib.swiss; plus d'informations.",https://doi.org/11280/04b78df8,2020-01-27,https://www.nakala.fr/11280/04b78df8,Nakala
179755,95171429-B2A0-4CB4-8B66-597EA367E856,"geo 2 f.269r, f.269v and f.270r","geo 2 (Mestia 478 or კ-82 or Adysh Gospels), f.269r, f.269v and f.270r; transcription and French translation by Bernard Outtier (CNRS, Paris); TEI/XML and HTML encoding by Mina Monier (SNSF project MARK16).",https://doi.org/10.34847/nkl.aea2yhd5,2021-06-21,https://nakala.fr/10.34847/nkl.aea2yhd5,Nakala
179755,B6A10508-DFEF-4C09-A646-41E0B856C609,"GA 1210 f.104v, f.105r and f.105v","GA 1210 (Sinai Gr. 173) f. 104v, f.105r and f.105v; transcription, TEI/XML and HTML encoding by Mina Monier (SNSF MARK 16)",https://doi.org/11280/10361034,2020-08-04,https://nakala.fr/11280/10361034,Nakala
179755,2E0B79ED-9DCB-415F-937B-3C8E34AEEB35,MARK16 Manuscript Room API Code,"Zip file of the software MARK16 MR API 2021, created by Jonathan Barda and Silvano Alda, in collaboration with Claire Clivaz, PI (SNSF MARK16). Version 1.0.Reference on GitHub with updates: https://github.com/sib-swiss/dh-mr-mark16",https://doi.org/10.34847/nkl.81efnnx2,2021-10-05,https://nakala.fr/10.34847/nkl.81efnnx2,Nakala
179755,C0D8BDD9-35C0-48C2-AD4F-3C58953131EB,eTalk: Mark 16 in the Arabic Diatessaron,"This eTalk sheds light on the presentation of Mark 16 in the Arabic manuscripts of the Diatessaron, in comparison with other surviving translations of the Diatessaron. Available on https://mark16.sib.swiss.",https://doi.org/11280/e3ab505f,2020-01-06,https://nakala.fr/11280/e3ab505f,Nakala
154802,7FC92AF8-4EDB-4104-A464-F9068D7D150E,No evidence for globally coherent warm and cold periods over the preindustrial Common Era,"Global temperature field reconstructions from Neukom et al. 2019, Nature, doi: 10.1038/s41586-019-1401-2.",10.1038/s41586-019-1401-2,2019-07-24,https://figshare.com/collections/No_evidence_for_globally_coherent_warm_and_cold_periods_over_the_pre-industrial_Common_Era/4498373,Figshare
161343,928347D7-3244-431E-A6C6-B59A4488A586,Aging aerosol in a well-mixed continuous flow tank reactor: An introduction of the activation time distribution,nan,https://doi.org/10.3929/ethz-b-000303444,2018-11-13,https://www.research-collection.ethz.ch/handle/20.500.11850/303444,ETH Research Collection
161493,702BAEBE-D0CF-4315-B211-69DFAC0B3FF4,Sequencing data,nan,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77369,2017-06-23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77369,GEO datasets
154791,825CA938-FA97-4E30-BB64-FC367F3EE68B,Morphological matrix in NEXUS format,"Morphological matrix in NEXUS format - from Klopfstein & Spasejovic, Illustrating phylogenetic placement of fossils using RoguePlots: An example from ichneumonid parasitoid wasps (Hymenoptera, Ichneumonidae) and an extensive morphological matrix.Associated with a publication in preprint at bioRxiv: doi: https://doi.org/10.1101/425090",https://doi.org/10.5281/zenodo.1479740,2018-11-07,https://doi.org/10.5281/zenodo.1479740,Zenodo
174032,85EB99D8-3BB9-4AB7-9A6C-5D4B936C7DF6,Single-cells transcriptomes of mouse developing forelimbs,Single-cells transcriptomes from Hoxd11::GFP forelimbs with micro-dissection of autopod and zeugopod at embryonic day 12 (E12.5). Dissociated single-cells were obtained from eight Hoxd11::GFP forelimbs micro-dissected at E12.5. Cells with the highest level of GFP fluorescence (top 20%) were sorted using an Astrios cell sorter with a 100-μ m nozzle. 75bp reads were uniquely mapped to the latest Mus Musculus reference genome (mm10) and the ERCC sequences using bowtie2 in local mode.,GSE114748,2018-08-24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114748,GEO datasets
179966,41FF9E54-EA47-4365-B9A7-D64E1FEB368E,Forward and Backward Switching of Nonlinear Unidirectional Emission from GaAs Nanoantennas,The data set are available upon request in on the ETH server and in the publication that are open access,10.1021/acsnano.9b07117,2019-12-26,https://doi.org/10.1021/acsnano.9b07117,ETH server
167836,B6EB14D1-5E5C-4B68-AC84-CEE3172454CF,Virtual Characters for Audiovisual Speech > Preprocessed EEG data,This dataset consists of the preprocessed EEG data from 15 participants in a speech perception experiment using virtual characters and synthetic speech. The EEG data for all participants are contained in large MATLAB data files. A text file briefly describes the content of each MATLAB data file.,10.26037/yareta:nickbz4mbne7levc6bqj4j7rsi,2020-10-02,https://doi.org/10.26037/yareta:nickbz4mbne7levc6bqj4j7rsi,Yareta
179755,11B04569-61BF-4D77-81DB-350EDB2A855C,eTalk Marc 16 et les humanités numériques,"Cet eTalk présente les axes pincipaux d’un projet de recherche subventionné par une bourse PRIMA du Fonds National Suisse, MARK16. Disponible sur https://mark16.sib.swiss.",https://doi.org/11280/ca257a35,2018-12-20,https://nakala.fr/11280/ca257a35,Nakala
179755,DDCC0D61-65F7-44C6-8B8B-2AE882499439,"GA 05 f.346v, f.347r, f.347v, f.348r and f.348v","GA 05 (Cambridge University Library Nn.2.41 or Codex Bezae or Codex D) f.346v., f.347r, f.347v and f.348r and f.348v; transcription by the INTF (Münster) and the IGNTP; TEI/XML and HTML encoding by the INTF (Münster) and Mina Monier (SNSF MARK16).",https://doi.org/10.34847/nkl.5508o345,2020-03-01,https://nakala.fr/10.34847/nkl.5508o345,Nakala
179755,93C23B92-6612-4309-BC90-26FDE9BF5B95,VL 3 f.633 and f.634,"VL 3 (Codex Vercellensis s. n.) f.633 and f.634; transcription, TEI/XML and HTML encoding by Elisa Nury (SNSF MARK16). The transcription is partly based on the original manuscript and Gasquet 1914 edition.",https://doi.org/10.34847/nkl.56c08668,2022-03-22,https://nakala.fr/10.34847/nkl.56c08668,Nakala
179755,1D259EA7-D9CB-4B97-8330-EEE4082922F8,"eTalk: Looking at some Mk 16 manuscripts, including Latin codex k","This eTalk shows that reading Mark 16 manuscripts can still reveal new elements, as in the case of nine items this eTalk surveys, ranging between the fifth and thirteenth centuries. Available on https://mark16.sib.swiss.",https://doi.org/11280/54ccbc30,2019-11-20,https://nakala.fr/11280/54ccbc30,Nakala
179755,59C4330E-BEFF-44D5-BF2E-EA4C470A3160,"bo 13 f.212r, f.212v, f.213r, f.213v, f.214r","bo 13 (Or 1315) f.212r, f.212v, f.113r, f.113v, f.114r; Bohairic transcription and English translation by Albert ten Kate (independant researcher, NL); Arabic transcription and English translation, as well as TEI/XML and HTML encoding by Mina Monier (SNSF project MARK16).",10.34847/nkl.23b72o82,2021-10-21,https://nakala.fr/10.34847/nkl.23b72o82,Nakala
179755,29D5F574-E308-4F2E-BBC1-E8AC3E9D6B2B,sa 366 f.814r and f.814v (top fragment),"sa 366 (P.Duk.inv. 814) f.814r and f.814v (top fragment); transcription and French translation by Anne Boud'hors (IRHT, FR); TEI/XML and HTML encoding by Mina Monier (SNSF project MARK16).",https://doi.org/10.34847/nkl.602289z8,2021-05-10,https://nakala.fr/10.34847/nkl.602289z8,Nakala
179755,1B6BC716-0D44-4A17-B7B3-E7D3C0C733EC,Slav 1 f. 128r and f.128v,"Slav 1 (NLR Glag. 1) f. 128r and 128v; transcription, English and French translations by Damien Labadie (CNRS) and Alexey Morozov (University of Fribourg, CH); TEI/XML and HTML encoding by Mina Monier (SNSF MARK16)",https://doi.org/10.34847/nkl.cc57xr9,2021-02-03,https://nakala.fr/10.34847/nkl.cc57xr94,Nakala
179755,628D6319-4A7A-4427-B608-E4C886D2E590,New elements on Mark's shorter ending in Codex Bobbiensis and beyond,"Friday 16th October 2020, 5.30pm (CET time) - Online, Duke NT colloquia. This lecture presents the Swiss National Science Foundation MARK16 project (2018-2023), with its first results and its virtual research environment, https://mark16.sib.swiss. Secondly, it will summarize the main results of a forthcoming ZNT 2021 article about the Latin Codex Bobiensis, or Codex k, or VL 1, or G.VII.15. Of ambiguous reputation, this manuscript ends Mark with a shorter ending slightly different from the Greek one, with a puzzling expression et qui cum puero erant - “and those who were with the boy”. The MARK16 project has chosen to transcribe this expression by et qui cum puero erant, whereas its editing presents et qui cum Petro erant, as the lecture will argue. Last but not least, the enquiry highlights an alternative tradition, present in some versions of the shorter ending: Peter’s companions - and not the women - are reporting briefly instructions before the final apparition of Jesus himself. This finding fosters further the inquiry about Mark endings, by drawing the scholarly attention to VL 1, a manuscript contemporaneous of GA 01 and GA 03.",https://doi.org/11280/dc8c7c4f,2020-10-21,https://nakala.fr/11280/dc8c7c4f,Nakala
179755,6D4F5C61-4C48-48F9-902D-DD5586A781C4,"Got 1 f.187r, f.187v, f.188r, f.188v","Got 1 (Codex Argenteus or DG 1 + s.n.) f.187r, f.187v, f.188r and f. 188v; transcription by Carla Falluomini (University of Perugia, IT); French and English translations by Carla Falluomini reusing previous versions with permissions; TEI/XML and HTML encoding by Mina Monier (SNSF project MARK16).",https://doi.org/10.34847/nkl.3068hb8i,2021-04-20,https://nakala.fr/10.34847/nkl.3068hb8i,Nakala
179755,F084A4A0-FE00-4ADE-B483-D23804E36B5D,arm 252 f.120v and f.121r,"arm 252 (CBL Arm 554) f.120v and f.121r; transcription and English translation by Albert ten Kate (independant researcher, NL); TEI/XML and HTML encoding by Mina Monier (SNSF project MARK16).",https://doi.org/10.34847/nkl.69c54gki,2021-10-25,https://nakala.fr/10.34847/nkl.69c54gki,Nakala
